VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7SAYGDEE8P,King,Kent,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,252905901,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708
5YJSA1E22G,King,Kenmore,WA,98028,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,314737860,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
1N4AZ1CP0K,Thurston,Olympia,WA,98502,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,109067423,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EB2K,King,Seattle,WA,98115,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,141262649,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600
5YJ3E1EC6M,Snohomish,Snohomish,WA,98290,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,261633634,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052401
WBY43HD06S,King,Seattle,WA,98178,2025,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,280103393,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
5YJYGDEE5L,King,Renton,WA,98056,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,41,137126923,POINT (-122.1805 47.50006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
JN1AZ0CP1C,Kitsap,Bainbridge Island,WA,98110,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,128816089,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902
1G1FX6S07H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,348359490,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011821
JTJCJMGA1R,Snohomish,Stanwood,WA,98292,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,10,265774050,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,53061053202
1N4AZ1CP7J,Thurston,Olympia,WA,98516,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,103390374,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJXCBE29G,Kitsap,Poulsbo,WA,98370,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23,6406879,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100
YV4ER3GM7R,Thurston,Yelm,WA,98597,2024,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,278683275,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
5YJSA1E22H,King,Bellevue,WA,98008,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,187119978,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
1N4AZ0CP1F,Kitsap,Poulsbo,WA,98370,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23,106727715,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501
1G1FZ6S0XL,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,161355925,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1N4AZ0CP4D,Kitsap,Poulsbo,WA,98370,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,133119822,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
JTMABACA3P,Snohomish,Edmonds,WA,98026,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,244620855,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
1N4BZ1DP6L,King,Redmond,WA,98052,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,150330477,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802
5UXTA6C07P,Snohomish,Bothell,WA,98012,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,1,219586503,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052009
5YJ3E1EB2L,King,Seattle,WA,98122,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,43,127271665,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008402
1C4RJXU68R,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,257730574,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
2C4RC1L7XP,Thurston,Yelm,WA,98597,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,255992950,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
5YJ3E1EA5L,King,Seattle,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,1941502,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
5YJSA1E15G,Kitsap,Bremerton,WA,98312,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,35,273747106,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
1C4JJXR62N,Snohomish,Bothell,WA,98012,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,1,262480641,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934
5UX43EU08S,Yakima,Selah,WA,98942,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,15,272616858,POINT (-120.53145 46.65405),PACIFICORP,53077003200
5YJ3E1EA7J,King,Bellevue,WA,98008,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,262982646,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
5YJSA1H20F,Snohomish,Lake Stevens,WA,98258,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,44,158195712,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506
1G1RB6E49D,Thurston,Olympia,WA,98501,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,259009096,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010300
WA1E2AFY7N,King,Seattle,WA,98101,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,43,202407068,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302
WBY1Z6C3XH,King,Bellevue,WA,98008,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,48,246319314,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
1G1FX6S03H,Spokane,Spokane,WA,99203,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,6,348704002,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
5YJ3E1EA2P,Snohomish,Edmonds,WA,98026,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,271771790,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050900
5YJ3E1EB2K,Island,Coupeville,WA,98239,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,10,176292056,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
1G1FY6S00L,Snohomish,Monroe,WA,98272,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,39,258454556,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJSA1E28H,Snohomish,Edmonds,WA,98026,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,21,301534215,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101
1N4AZ0CP4D,Snohomish,Lynnwood,WA,98036,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,1,214431171,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051929
3MW5P9J01M,Snohomish,Edmonds,WA,98026,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,21,272994844,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042005
1FT6W3L74R,Snohomish,Lynnwood,WA,98036,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,274599188,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051929
KM8KMDAF4P,Snohomish,Lake Stevens,WA,98258,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,221237712,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
JTMCB3FV6R,Thurston,Yelm,WA,98597,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,2,270066044,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532
7SAYGDEE7N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,202213987,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922
WBY8P4C09L,King,Renton,WA,98059,2020,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,11,259798220,POINT (-122.15716 47.48852),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602
1G1RC6S5XG,King,Bellevue,WA,98008,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,48,107272392,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
7FCTGAAA5P,Kitsap,Poulsbo,WA,98370,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,269788662,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
1FADP3R40D,Thurston,Tumwater,WA,98501,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,35,230763249,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720
1FADP3R41D,King,Seattle,WA,98144,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,37,159058350,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
1FADP5CU8G,Kitsap,Poulsbo,WA,98370,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,181085327,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
5YJ3E1EB7J,Snohomish,Monroe,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,39,476167317,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
WA124BGF5S,Snohomish,Monroe,WA,98272,2025,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,276419363,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052113
5YJ3E1EB8K,Kitsap,Bremerton,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,177558020,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600
KNDAEFS56R,King,Shoreline,WA,98177,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,265328948,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800
5YJ3E1EB9J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,350414382,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051927
1G1RD6E43E,Thurston,Olympia,WA,98501,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,219890254,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
5YJSA1H24F,King,Seattle,WA,98199,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,36,227091000,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
3FA6P0PU4G,Kitsap,Poulsbo,WA,98370,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,310989647,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJ3E1EA9J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,277978893,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
5YJ3E1EB2K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,14,478429570,POINT (-120.60199 46.59817),PACIFICORP,53077000903
1G1FZ6S05K,Thurston,Olympia,WA,98502,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,2179768,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
7FCTGAAA6P,Kitsap,Poulsbo,WA,98370,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,275514473,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
7SAYGDEF6N,Kitsap,Bremerton,WA,98337,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,239666521,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035080600
5UX43EU00R,Kitsap,Bainbridge Island,WA,98110,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,23,252308738,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090901
5YJ3E1EA0P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,261234655,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
1G1FW6S03H,Kittitas,Easton,WA,98925,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,13,184994057,POINT (-121.17954 47.2378),PUGET SOUND ENERGY INC,53037975101
JTDKARFP1J,Skagit,Anacortes,WA,98221,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,40,453939160,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,53057940700
JN1AZ0CPXC,King,Auburn,WA,98092,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,31,133041380,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031204
1G1RA6E47D,Snohomish,Everett,WA,98203,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,38,246683006,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041201
5YJYGDEE0L,Snohomish,Edmonds,WA,98026,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,21,109347108,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
WBY2Z6C51K,Snohomish,Mukilteo,WA,98275,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,21,274604732,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
1C4RJXR69R,Snohomish,Lake Stevens,WA,98258,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,44,276946078,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
5YJ3E1EA9J,Thurston,Olympia,WA,98512,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,196806361,POINT (-122.9131 47.01359),PUGET SOUND ENERGY INC,53067011821
YV4BR00L1M,Kitsap,Port Orchard,WA,98366,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,26,128577011,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600
1G1RH6E48E,King,Renton,WA,98055,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,33,107026377,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029305
5YJSA1E14H,King,Kirkland,WA,98034,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,45,180652328,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
KNDC3DLC3P,Walla Walla,Walla Walla,WA,99362,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,16,237827138,POINT (-118.34261 46.07068),PACIFICORP,53071920600
WB523CF06R,King,Sammamish,WA,98075,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,263027264,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213
LPSED3KA7M,King,Seatac,WA,98148,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,33,271756775,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500
1N4AZ0CP9D,Kitsap,Poulsbo,WA,98370,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23,263375976,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
5YJ3E1EB5N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,195234819,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107
1N4BZ1CP3K,Kitsap,Poulsbo,WA,98370,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,23,7960809,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
7PDSGBBA4S,Island,Oak Harbor,WA,98277,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,10,273368532,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
JHMZC5F3XJ,Kitsap,Poulsbo,WA,98370,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,23,475007977,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
KNDCE3LGXL,Kitsap,Poulsbo,WA,98370,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,179170078,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
1FADP3R4XG,King,Shoreline,WA,98133,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,32,226152,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020301
5YJSA1E25G,King,Seattle,WA,98121,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,36,348429084,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008002
5YJSA1E23H,Thurston,Olympia,WA,98506,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,260720386,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
KM8K53AG7L,Snohomish,Lake Stevens,WA,98258,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,44,249980538,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607
5YJSA1H26F,Clark,Vancouver,WA,98684,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,17,6743691,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041319
KNDCM3LD0J,Thurston,Olympia,WA,98501,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,198488951,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
5YJYGDEE9M,Snohomish,Bothell,WA,98021,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,153892070,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
5YJ3E1EB1J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,451287574,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
1C4JJXP64P,Skagit,Mount Vernon,WA,98273,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10,229801694,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952100
1N4AZ0CP4D,Walla Walla,Walla Walla,WA,99362,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,16,234305956,POINT (-118.34261 46.07068),PACIFICORP,53071920902
YV4BR00KXM,King,Fall City,WA,98024,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,5,272643619,POINT (-121.89086 47.56812),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032601
W1N9M0CB4R,Snohomish,Snohomish,WA,98296,2024,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,275859972,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
1G1FW6S04J,Douglas,East Wenatchee,WA,98802,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,12,113001535,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950800
1C4JJXP69M,Whitman,Pullman,WA,99163,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,9,256323126,POINT (-117.18147 46.73015),AVISTA CORP,53075000602
1G1FZ6S02L,Snohomish,Everett,WA,98203,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,38,150413525,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041201
